Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	InSPI2_R1	InSPI2_R2	LSP_R1	LSP_R2
sense	NC_016810.1	RefSeq	gene	3272040	3272339	.	-	.	ID=gene-SL1344_RS25905;Name=SL1344_RS25905;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS25905;old_locus_tag=SL1344_3064	6.869875759670862	3.830385181618671	0.0	0.0
sense	NC_016810.1	GeneMarkS-2+	CDS	3272040	3272339	.	-	0	ID=cds-WP_001540882.1;Parent=gene-SL1344_RS25905;Dbxref=GenBank:WP_001540882.1;Name=WP_001540882.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=SL1344_RS25905;product=hypothetical protein;protein_id=WP_001540882.1;transl_table=11	6.869875759670862	3.830385181618671	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3272395	3273549	.	+	.	ID=gene-SL1344_RS15985;Name=metK;gbkey=Gene;gene=metK;gene_biotype=protein_coding;locus_tag=SL1344_RS15985;old_locus_tag=SL1344_3065	29.10527450273238	25.37008367046137	0.10082236472586321	0.29772834183253216
sense	NC_016810.1	Protein Homology	CDS	3272395	3273549	.	+	0	ID=cds-WP_001062140.1;Parent=gene-SL1344_RS15985;Dbxref=GenBank:WP_001062140.1;Name=WP_001062140.1;Ontology_term=GO:0006556,GO:0004478,GO:0005524;gbkey=CDS;gene=metK;go_function=methionine adenosyltransferase activity|0004478||IEA,ATP binding|0005524||IEA;go_process=S-adenosylmethionine biosynthetic process|0006556||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005123306.1;locus_tag=SL1344_RS15985;product=methionine adenosyltransferase;protein_id=WP_001062140.1;transl_table=11	29.10527450273238	25.37008367046137	0.10082236472586321	0.29772834183253216
sense	NC_016810.1	RefSeq	gene	3274042	3275436	.	+	.	ID=gene-SL1344_RS15990;Name=galP;gbkey=Gene;gene=galP;gene_biotype=protein_coding;locus_tag=SL1344_RS15990;old_locus_tag=SL1344_3066	0.8536046344154953	0.6864489572793316	0.5008594892833205	0.0
sense	NC_016810.1	Protein Homology	CDS	3274042	3275436	.	+	0	ID=cds-WP_001113171.1;Parent=gene-SL1344_RS15990;Dbxref=GenBank:WP_001113171.1;Name=WP_001113171.1;gbkey=CDS;gene=galP;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462007.1;locus_tag=SL1344_RS15990;product=galactose/proton symporter;protein_id=WP_001113171.1;transl_table=11	0.8536046344154953	0.6864489572793316	0.5008594892833205	0.0
sense	NC_016810.1	RefSeq	gene	3275515	3276012	.	+	.	ID=gene-SL1344_RS15995;Name=SL1344_RS15995;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15995;old_locus_tag=SL1344_3067	0.7357296663636799	0.38457682546372196	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3275515	3276012	.	+	0	ID=cds-WP_000856775.1;Parent=gene-SL1344_RS15995;Dbxref=GenBank:WP_000856775.1;Name=WP_000856775.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462008.1;locus_tag=SL1344_RS15995;product=SprT family zinc-dependent metalloprotease;protein_id=WP_000856775.1;transl_table=11	0.7357296663636799	0.38457682546372196	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3276107	3276814	.	+	.	ID=gene-SL1344_RS16000;Name=endA;gbkey=Gene;gene=endA;gene_biotype=protein_coding;locus_tag=SL1344_RS16000;old_locus_tag=SL1344_3068	0.25875238266180267	0.8115222842412438	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3276107	3276814	.	+	0	ID=cds-WP_000286122.1;Parent=gene-SL1344_RS16000;Dbxref=GenBank:WP_000286122.1;Name=WP_000286122.1;Ontology_term=GO:0004518;gbkey=CDS;gene=endA;go_function=nuclease activity|0004518||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462009.1;locus_tag=SL1344_RS16000;product=deoxyribonuclease I;protein_id=WP_000286122.1;transl_table=11	0.25875238266180267	0.8115222842412438	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3276891	3277622	.	+	.	ID=gene-SL1344_RS16005;Name=rsmE;gbkey=Gene;gene=rsmE;gene_biotype=protein_coding;locus_tag=SL1344_RS16005;old_locus_tag=SL1344_3069	2.0772301932702417	1.5698299924666683	0.31816893786440437	0.46977627707182334
sense	NC_016810.1	Protein Homology	CDS	3276891	3277622	.	+	0	ID=cds-WP_001222489.1;Parent=gene-SL1344_RS16005;Dbxref=GenBank:WP_001222489.1;Name=WP_001222489.1;Ontology_term=GO:0006364,GO:0008168;gbkey=CDS;gene=rsmE;go_function=methyltransferase activity|0008168||IEA;go_process=rRNA processing|0006364||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_311849.2;locus_tag=SL1344_RS16005;product=16S rRNA (uracil(1498)-N(3))-methyltransferase;protein_id=WP_001222489.1;transl_table=11	2.0772301932702417	1.5698299924666683	0.31816893786440437	0.46977627707182334
sense	NC_016810.1	RefSeq	gene	3277642	3278589	.	+	.	ID=gene-SL1344_RS16010;Name=gshB;gbkey=Gene;gene=gshB;gene_biotype=protein_coding;locus_tag=SL1344_RS16010;old_locus_tag=SL1344_3070	1.9904281385262967	1.212147209372997	0.12283737474511815	0.0
sense	NC_016810.1	Protein Homology	CDS	3277642	3278589	.	+	0	ID=cds-WP_000593248.1;Parent=gene-SL1344_RS16010;Dbxref=GenBank:WP_000593248.1;Name=WP_000593248.1;Ontology_term=GO:0006750,GO:0004363,GO:0005524,GO:0046872;gbkey=CDS;gene=gshB;go_function=glutathione synthase activity|0004363||IEA,ATP binding|0005524||IEA,metal ion binding|0046872||IEA;go_process=glutathione biosynthetic process|0006750||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462011.1;locus_tag=SL1344_RS16010;product=glutathione synthase;protein_id=WP_000593248.1;transl_table=11	1.9904281385262967	1.212147209372997	0.12283737474511815	0.0
sense	NC_016810.1	RefSeq	gene	3278805	3279368	.	+	.	ID=gene-SL1344_RS16015;Name=SL1344_RS16015;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16015;old_locus_tag=SL1344_3071	2.2737177455175424	1.3582926175952734	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3278805	3279368	.	+	0	ID=cds-WP_001053171.1;Parent=gene-SL1344_RS16015;Dbxref=GenBank:WP_001053171.1;Name=WP_001053171.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_417423.4;locus_tag=SL1344_RS16015;product=YqgE/AlgH family protein;protein_id=WP_001053171.1;transl_table=11	2.2737177455175424	1.3582926175952734	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3279368	3279784	.	+	.	ID=gene-SL1344_RS16020;Name=ruvX;gbkey=Gene;gene=ruvX;gene_biotype=protein_coding;locus_tag=SL1344_RS16020;old_locus_tag=SL1344_3072	1.3179617764356568	0.4592787987552363	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3279368	3279784	.	+	0	ID=cds-WP_000017096.1;Parent=gene-SL1344_RS16020;Dbxref=GenBank:WP_000017096.1;Name=WP_000017096.1;Ontology_term=GO:0006364;gbkey=CDS;gene=ruvX;go_process=rRNA processing|0006364||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462013.1;locus_tag=SL1344_RS16020;product=Holliday junction resolvase RuvX;protein_id=WP_000017096.1;transl_table=11	1.3179617764356568	0.4592787987552363	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3279831	3280517	.	-	.	ID=gene-SL1344_RS16025;Name=SL1344_RS16025;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16025;old_locus_tag=SL1344_3073	0.9999819155270541	0.0	0.25425727348989524	0.7508214733986347
sense	NC_016810.1	Protein Homology	CDS	3279831	3280517	.	-	0	ID=cds-WP_000098329.1;Parent=gene-SL1344_RS16025;Dbxref=GenBank:WP_000098329.1;Name=WP_000098329.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462014.1;locus_tag=SL1344_RS16025;product=IclR family transcriptional regulator domain-containing protein;protein_id=WP_000098329.1;transl_table=11	0.9999819155270541	0.0	0.25425727348989524	0.7508214733986347
sense	NC_016810.1	RefSeq	gene	3280649	3281629	.	-	.	ID=gene-SL1344_RS16030;Name=SL1344_RS16030;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16030;old_locus_tag=SL1344_3074	0.4201758874416429	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3280649	3281629	.	-	0	ID=cds-WP_001055649.1;Parent=gene-SL1344_RS16030;Dbxref=GenBank:WP_001055649.1;Name=WP_001055649.1;Ontology_term=GO:0043107,GO:0005524;gbkey=CDS;go_function=ATP binding|0005524||IEA;go_process=type IV pilus-dependent motility|0043107||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462015.1;locus_tag=SL1344_RS16030;product=type IV pilus twitching motility protein PilT;protein_id=WP_001055649.1;transl_table=11	0.4201758874416429	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3281647	3282351	.	+	.	ID=gene-SL1344_RS16035;Name=SL1344_RS16035;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16035;old_locus_tag=SL1344_3075	1.065399172185363	1.0866340940762187	0.16517706561471207	0.4877677089596804
sense	NC_016810.1	Protein Homology	CDS	3281647	3282351	.	+	0	ID=cds-WP_000997812.1;Parent=gene-SL1344_RS16035;Dbxref=GenBank:WP_000997812.1;Name=WP_000997812.1;Ontology_term=GO:0030170;gbkey=CDS;go_function=pyridoxal phosphate binding|0030170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462016.1;locus_tag=SL1344_RS16035;product=YggS family pyridoxal phosphate-dependent enzyme;protein_id=WP_000997812.1;transl_table=11	1.065399172185363	1.0866340940762187	0.16517706561471207	0.4877677089596804
sense	NC_016810.1	RefSeq	gene	3282370	3282936	.	+	.	ID=gene-SL1344_RS16040;Name=SL1344_RS16040;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16040;old_locus_tag=SL1344_3076	2.326307135549922	0.5404423536675373	0.20537889110823987	0.0
sense	NC_016810.1	Protein Homology	CDS	3282370	3282936	.	+	0	ID=cds-WP_001094848.1;Parent=gene-SL1344_RS16040;Dbxref=GenBank:WP_001094848.1;Name=WP_001094848.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462017.1;locus_tag=SL1344_RS16040;product=YggT family protein;protein_id=WP_001094848.1;transl_table=11	2.326307135549922	0.5404423536675373	0.20537889110823987	0.0
sense	NC_016810.1	RefSeq	gene	3282933	3283223	.	+	.	ID=gene-SL1344_RS16045;Name=yggU;gbkey=Gene;gene=yggU;gene_biotype=protein_coding;locus_tag=SL1344_RS16045;old_locus_tag=SL1344_3077	1.8256714504509044	0.39488507026996605	0.0	1.1817052742837617
sense	NC_016810.1	Protein Homology	CDS	3282933	3283223	.	+	0	ID=cds-WP_001277201.1;Parent=gene-SL1344_RS16045;Dbxref=GenBank:WP_001277201.1;Name=WP_001277201.1;gbkey=CDS;gene=yggU;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462018.1;locus_tag=SL1344_RS16045;product=DUF167 family protein YggU;protein_id=WP_001277201.1;transl_table=11	1.8256714504509044	0.39488507026996605	0.0	1.1817052742837617
sense	NC_016810.1	RefSeq	gene	3283231	3283824	.	+	.	ID=gene-SL1344_RS16050;Name=SL1344_RS16050;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16050;old_locus_tag=SL1344_3078	3.1149605015791555	1.160722782308688	0.3920869739339125	0.0
sense	NC_016810.1	Protein Homology	CDS	3283231	3283824	.	+	0	ID=cds-WP_001174769.1;Parent=gene-SL1344_RS16050;Dbxref=GenBank:WP_001174769.1;Name=WP_001174769.1;Ontology_term=GO:0009143,GO:0047429;gbkey=CDS;go_function=nucleoside triphosphate diphosphatase activity|0047429||IEA;go_process=nucleoside triphosphate catabolic process|0009143||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462019.1;locus_tag=SL1344_RS16050;product=XTP/dITP diphosphatase;protein_id=WP_001174769.1;transl_table=11	3.1149605015791555	1.160722782308688	0.3920869739339125	0.0
sense	NC_016810.1	RefSeq	gene	3283817	3284953	.	+	.	ID=gene-SL1344_RS16055;Name=hemW;gbkey=Gene;gene=hemW;gene_biotype=protein_coding;locus_tag=SL1344_RS16055;old_locus_tag=SL1344_3079	1.0150739908748503	0.7748360525701796	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3283817	3284953	.	+	0	ID=cds-WP_001096517.1;Parent=gene-SL1344_RS16055;Dbxref=GenBank:WP_001096517.1;Name=WP_001096517.1;Ontology_term=GO:0006779,GO:0051539,GO:0051989,GO:0005737;gbkey=CDS;gene=hemW;go_component=cytoplasm|0005737||IEA;go_function=4 iron%2C 4 sulfur cluster binding|0051539||IEA,coproporphyrinogen dehydrogenase activity|0051989||IEA;go_process=porphyrin-containing compound biosynthetic process|0006779||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462020.1;locus_tag=SL1344_RS16055;product=radical SAM family heme chaperone HemW;protein_id=WP_001096517.1;transl_table=11	1.0150739908748503	0.7748360525701796	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3285044	3286051	.	-	.	ID=gene-SL1344_RS16060;Name=SL1344_RS16060;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16060;old_locus_tag=SL1344_3080	0.681535293618141	0.0	1.213019075608042	0.0
sense	NC_016810.1	Protein Homology	CDS	3285044	3286051	.	-	0	ID=cds-WP_000252197.1;Parent=gene-SL1344_RS16060;Dbxref=GenBank:WP_000252197.1;Name=WP_000252197.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462021.1;locus_tag=SL1344_RS16060;product=DUF1202 domain-containing protein;protein_id=WP_000252197.1;transl_table=11	0.681535293618141	0.0	1.213019075608042	0.0
sense	NC_016810.1	RefSeq	gene	3286184	3287230	.	-	.	ID=gene-SL1344_RS16065;Name=ansB;gbkey=Gene;gene=ansB;gene_biotype=protein_coding;locus_tag=SL1344_RS16065;old_locus_tag=SL1344_3081	0.39368915528199777	0.0	0.3336671382761376	0.0
sense	NC_016810.1	Protein Homology	CDS	3286184	3287230	.	-	0	ID=cds-WP_000394189.1;Parent=gene-SL1344_RS16065;Dbxref=GenBank:WP_000394189.1;Name=WP_000394189.1;Ontology_term=GO:0006528,GO:0004067;gbkey=CDS;gene=ansB;go_function=asparaginase activity|0004067||IEA;go_process=asparagine metabolic process|0006528||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462022.1;locus_tag=SL1344_RS16065;product=L-asparaginase 2;protein_id=WP_000394189.1;transl_table=11	0.39368915528199777	0.0	0.3336671382761376	0.0
sense	NC_016810.1	RefSeq	gene	3287419	3288138	.	-	.	ID=gene-SL1344_RS16070;Name=SL1344_RS16070;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16070;old_locus_tag=SL1344_3082	3.434937879835431	3.1919876513488923	2.1834343360944755	2.8656352901381226
sense	NC_016810.1	Protein Homology	CDS	3287419	3288138	.	-	0	ID=cds-WP_000984838.1;Parent=gene-SL1344_RS16070;Dbxref=GenBank:WP_000984838.1;Name=WP_000984838.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462023.1;locus_tag=SL1344_RS16070;product=DUF2884 domain-containing protein;protein_id=WP_000984838.1;transl_table=11	3.434937879835431	3.1919876513488923	2.1834343360944755	2.8656352901381226
sense	NC_016810.1	RefSeq	gene	3288188	3288514	.	-	.	ID=gene-SL1344_RS16075;Name=SL1344_RS16075;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16075;old_locus_tag=SL1344_3083	9.453957467436965	10.54234453656515	3.2050412272946427	3.9435348029423705
sense	NC_016810.1	Protein Homology	CDS	3288188	3288514	.	-	0	ID=cds-WP_001107574.1;Parent=gene-SL1344_RS16075;Dbxref=GenBank:WP_001107574.1;Name=WP_001107574.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462024.1;locus_tag=SL1344_RS16075;product=YggL family protein;protein_id=WP_001107574.1;transl_table=11	9.453957467436965	10.54234453656515	3.2050412272946427	3.9435348029423705
sense	NC_016810.1	RefSeq	gene	3288514	3289233	.	-	.	ID=gene-SL1344_RS16080;Name=trmB;gbkey=Gene;gene=trmB;gene_biotype=protein_coding;locus_tag=SL1344_RS16080;old_locus_tag=SL1344_3084	5.438651643072765	4.388983020604727	1.940830520972867	1.074613233801796
sense	NC_016810.1	Protein Homology	CDS	3288514	3289233	.	-	0	ID=cds-WP_000786895.1;Parent=gene-SL1344_RS16080;Dbxref=GenBank:WP_000786895.1;Name=WP_000786895.1;Ontology_term=GO:0006400,GO:0008176;gbkey=CDS;gene=trmB;go_function=tRNA (guanine(46)-N7)-methyltransferase activity|0008176||IEA;go_process=tRNA modification|0006400||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462025.1;locus_tag=SL1344_RS16080;product=tRNA (guanosine(46)-N7)-methyltransferase TrmB;protein_id=WP_000786895.1;transl_table=11	5.438651643072765	4.388983020604727	1.940830520972867	1.074613233801796
sense	NC_016810.1	RefSeq	gene	3289388	3290440	.	+	.	ID=gene-SL1344_RS16085;Name=mutY;gbkey=Gene;gene=mutY;gene_biotype=protein_coding;locus_tag=SL1344_RS16085;old_locus_tag=SL1344_3085	1.7397596099198123	1.1276537571716885	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3289388	3290440	.	+	0	ID=cds-WP_001148956.1;Parent=gene-SL1344_RS16085;Dbxref=GenBank:WP_001148956.1;Name=WP_001148956.1;Ontology_term=GO:0006281,GO:0019104;gbkey=CDS;gene=mutY;go_function=DNA N-glycosylase activity|0019104||IEA;go_process=DNA repair|0006281||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462026.1;locus_tag=SL1344_RS16085;product=A/G-specific adenine glycosylase;protein_id=WP_001148956.1;transl_table=11	1.7397596099198123	1.1276537571716885	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3290468	3290743	.	+	.	ID=gene-SL1344_RS16090;Name=SL1344_RS16090;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16090;old_locus_tag=SL1344_3086	5.310048896363949	7.077885661686675	0.42191967847236234	0.0
sense	NC_016810.1	Protein Homology	CDS	3290468	3290743	.	+	0	ID=cds-WP_000091706.1;Parent=gene-SL1344_RS16090;Dbxref=GenBank:WP_000091706.1;Name=WP_000091706.1;Ontology_term=GO:0005506;gbkey=CDS;go_function=iron ion binding|0005506||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462027.1;locus_tag=SL1344_RS16090;product=oxidative damage protection protein;protein_id=WP_000091706.1;transl_table=11	5.310048896363949	7.077885661686675	0.42191967847236234	0.0
sense	NC_016810.1	RefSeq	gene	3290856	3291941	.	+	.	ID=gene-SL1344_RS16095;Name=mltC;gbkey=Gene;gene=mltC;gene_biotype=protein_coding;locus_tag=SL1344_RS16095;old_locus_tag=SL1344_3087	1.1808257904897734	1.0581174534858206	0.10722820557861143	0.0
sense	NC_016810.1	Protein Homology	CDS	3290856	3291941	.	+	0	ID=cds-WP_000976289.1;Parent=gene-SL1344_RS16095;Dbxref=GenBank:WP_000976289.1;Name=WP_000976289.1;Ontology_term=GO:0000270,GO:0008933,GO:0016020;gbkey=CDS;gene=mltC;go_component=membrane|0016020||IEA;go_function=peptidoglycan lytic transglycosylase activity|0008933||IEA;go_process=peptidoglycan metabolic process|0000270||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462028.1;locus_tag=SL1344_RS16095;product=membrane-bound lytic murein transglycosylase MltC;protein_id=WP_000976289.1;transl_table=11	1.1808257904897734	1.0581174534858206	0.10722820557861143	0.0
sense	NC_016810.1	RefSeq	gene	3292158	3293414	.	+	.	ID=gene-SL1344_RS16100;Name=SL1344_RS16100;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16100;old_locus_tag=SL1344_3088	0.0	0.15236217906199964	0.09264107498677168	0.0
sense	NC_016810.1	Protein Homology	CDS	3292158	3293414	.	+	0	ID=cds-WP_001049804.1;Parent=gene-SL1344_RS16100;Dbxref=GenBank:WP_001049804.1;Name=WP_001049804.1;Ontology_term=GO:0015858,GO:0055085,GO:0015506,GO:0022857;gbkey=CDS;go_function=nucleoside:proton symporter activity|0015506||IEA,transmembrane transporter activity|0022857||IEA;go_process=nucleoside transport|0015858||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462029.1;locus_tag=SL1344_RS16100;product=nucleoside permease;protein_id=WP_001049804.1;transl_table=11	0.0	0.15236217906199964	0.09264107498677168	0.0
sense	NC_016810.1	RefSeq	gene	3293476	3295611	.	-	.	ID=gene-SL1344_RS16105;Name=SL1344_RS16105;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16105;old_locus_tag=SL1344_3089	1.1578442291580104	0.8069631702848323	0.16355313378984834	0.0
sense	NC_016810.1	Protein Homology	CDS	3293476	3295611	.	-	0	ID=cds-WP_000839739.1;Parent=gene-SL1344_RS16105;Dbxref=GenBank:WP_000839739.1;Name=WP_000839739.1;Ontology_term=GO:0006596,GO:0016831;gbkey=CDS;go_function=carboxy-lyase activity|0016831||IEA;go_process=polyamine biosynthetic process|0006596||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462030.1;locus_tag=SL1344_RS16105;product=ornithine decarboxylase;protein_id=WP_000839739.1;transl_table=11	1.1578442291580104	0.8069631702848323	0.16355313378984834	0.0
sense	NC_016810.1	RefSeq	gene	3296036	3296743	.	+	.	ID=gene-SL1344_RS16115;Name=SL1344_RS16115;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS16115;old_locus_tag=SL1344_3090	0.38812857399270406	0.0	0.49343148838293227	0.0
sense	NC_016810.1	Protein Homology	CDS	3296036	3296743	.	+	0	ID=cds-WP_000234466.1;Parent=gene-SL1344_RS16115;Dbxref=GenBank:WP_000234466.1;Name=WP_000234466.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462031.1;locus_tag=SL1344_RS16115;product=DUF554 domain-containing protein;protein_id=WP_000234466.1;transl_table=11	0.38812857399270406	0.0	0.49343148838293227	0.0
sense	NC_016810.1	RefSeq	gene	3296849	3296924	.	+	.	ID=gene-SL1344_RS16120;Name=SL1344_RS16120;gbkey=Gene;gene_biotype=tRNA;locus_tag=SL1344_RS16120;old_locus_tag=SL1344_tRNA0054	31.637585735326336	249.4790348554266	63.204678150103234	234.15256778628606
sense	NC_016810.1	tRNAscan-SE	tRNA	3296849	3296924	.	+	.	ID=rna-SL1344_RS16120;Parent=gene-SL1344_RS16120;anticodon=(pos:3296882..3296884);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=SL1344_RS16120;product=tRNA-Phe	31.637585735326336	249.4790348554266	63.204678150103234	234.15256778628606
sense	NC_016810.1	tRNAscan-SE	exon	3296849	3296924	.	+	.	ID=exon-SL1344_RS16120-1;Parent=rna-SL1344_RS16120;anticodon=(pos:3296882..3296884);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=SL1344_RS16120;product=tRNA-Phe	31.637585735326336	249.4790348554266	63.204678150103234	234.15256778628606
